time,price
2023-07-25 16:54:28.997000-04:00,0.5
2023-07-25 16:54:29.902000-04:00,0.6499999999999999
2023-07-25 17:06:31.851000-04:00,0.6499999999999999
2023-07-25 17:11:46.315000-04:00,0.6499999999999998
2023-07-25 17:19:33.976000-04:00,0.9000000000000001
2023-07-25 17:19:34.071000-04:00,0.6499999999999999
2023-07-25 17:19:34.071000-04:00,0.6499999999999999
2023-07-25 17:19:34.187000-04:00,0.8799999999999999
2023-07-25 17:19:48.084000-04:00,0.8600000000000001
2023-07-25 17:21:05.258000-04:00,0.7476183479430153
2023-07-25 17:28:14.576000-04:00,0.6499999999999999
2023-07-25 17:34:54.121000-04:00,0.062582180584711
2023-07-25 17:34:54.307000-04:00,0.08000000000000002
2023-07-25 17:34:54.422000-04:00,0.08000000000000002
2023-07-25 17:34:54.422000-04:00,0.08000000000000002
2023-07-25 17:35:01.847000-04:00,0.11617880404256299
2023-07-25 17:35:01.968000-04:00,0.11617880404256299
2023-07-25 17:35:01.968000-04:00,0.11617880404256299
2023-07-25 17:37:52.555000-04:00,0.11617880404256299
2023-07-25 17:38:51.380000-04:00,0.22826524816584307
2023-07-25 17:38:51.644000-04:00,0.21
2023-07-25 17:38:51.794000-04:00,0.21
2023-07-25 17:38:51.794000-04:00,0.21
2023-07-25 17:48:14.946000-04:00,0.6950522236641197
2023-07-25 17:48:15.084000-04:00,0.22826524816584307
2023-07-25 17:48:15.084000-04:00,0.22826524816584307
2023-07-25 17:48:16.066000-04:00,0.5899999999999997
2023-07-25 17:48:16.170000-04:00,0.5899999999999997
2023-07-25 17:48:16.170000-04:00,0.5899999999999997
2023-07-25 17:48:28.216000-04:00,0.5312298991558226
2023-07-25 17:48:28.304000-04:00,0.5312298991558226
2023-07-25 17:48:28.304000-04:00,0.5312298991558226
2023-07-25 18:00:48.074000-04:00,0.4332258507880278
2023-07-25 18:00:48.315000-04:00,0.4600000000000002
2023-07-25 18:00:48.475000-04:00,0.4600000000000002
2023-07-25 18:00:48.475000-04:00,0.4600000000000002
2023-07-25 18:10:24.942000-04:00,0.2761183375188901
2023-07-25 18:10:25.146000-04:00,0.33
2023-07-25 18:10:25.240000-04:00,0.33
2023-07-25 18:10:25.240000-04:00,0.33
2023-07-25 18:10:27-04:00,0.38079975866361476
2023-07-25 18:10:27.208000-04:00,0.3600000000000001
2023-07-25 18:10:27.327000-04:00,0.3600000000000001
2023-07-25 18:10:27.327000-04:00,0.3600000000000001
2023-07-25 18:10:29.103000-04:00,0.3461028119990591
2023-07-25 18:10:51.570000-04:00,0.296937583875462
2023-07-25 18:10:51.769000-04:00,0.31000000000000005
2023-07-25 18:11:01.595000-04:00,0.2985280729568425
2023-07-25 18:11:03.607000-04:00,0.36000000000000026
2023-07-25 18:11:10.200000-04:00,0.32029924274604504
2023-07-25 18:11:46.296000-04:00,0.32029924274604504
2023-07-25 18:11:47.117000-04:00,0.32029924274604504
2023-07-25 18:12:09.981000-04:00,0.32029924274604504
2023-07-25 18:12:11.220000-04:00,0.32029924274604504
2023-07-25 18:12:16.936000-04:00,0.32029924274604504
2023-07-25 18:12:18.223000-04:00,0.32029924274604504
2023-07-25 18:12:27.481000-04:00,0.32029924274604504
2023-07-25 18:12:28.374000-04:00,0.32029924274604504
